Rank,Title,Ticker,Industry,Sector,HQ Location,Years on list,CEO,EPS,Employees,Revenues,Profits,Image URL,Website,geoCode
509,Sprague Resources,SRLP,Wholesalers: Diversified,Wholesalers,"Portsmouth, NH",-,David C. Glendon,5.84,580,5070,123,,http://www.spragueenergy.com,NH
510,YRC Worldwide,YRCW,"Trucking, Truck Leasing",Transportation,"Overland Park, KS",-,James L. Welch,-3,33000,5069,-68,,http://www.yrcw.com,KS
511,Hanover Insurance Group,THG,Insurance: Property and Casualty (Stock),Financials,"Worcester, MA",-,Frederick H. Eppinger,6.28,5100,5068,282,,http://www.hanover.com,MA
512,Fiserv,FISV,Financial Data Services,Business Services,"Brookfield, WI",-,Jeffery W. Yabuki,2.98,21000,5066,754,,http://www.fiserv.com,WI
513,Lorillard,LO,Tobacco,"Food, Beverages & Tobacco","Greensboro, NC",-,Murray S. Kessler,3.28,2900,5052,1187,,http://www.reynoldsamerican.com,NC
514,American Tire Distributors Holdings,,Wholesalers: Diversified,Wholesalers,"Huntersville, NC",-,Stuart Schuette,-,4700,5038,-95,,http://www.atd-us.com,NC
515,ABM Industries,ABM,Diversified Outsourcing Services,Business Services,"New York, NY",-,Scott Salmirs,1.32,118000,5033,76,,http://www.abm.com,NY
516,Sonoco Products,SON,"Packaging, Containers",Materials,"Hartsville, SC",-,M. Jack Sanders,2.32,20800,5015,239,,http://www.sonoco.com,SC
517,Harris,HRS,Network and Other Communications Equipment,Technology,"Melbourne, FL",-,William M. Brown,4.95,14000,5012,535,,http://www.harris.com,FL
518,Telephone & Data Systems,TDS,Telecommunications,Telecommunications,"Chicago, IL",-,LeRoy T. Carlson Jr.,-1.26,10600,5009,-136,,http://www.tdsinc.com,IL
519,WEC Energy Group,WEC,Utilities: Gas and Electric,Energy,"Milwaukee, WI",-,Gale E. Klappa,2.59,4248,4997,588,,http://www.wecenergygroup.com,WI
520,Linn Energy,LINE,"Mining, Crude-Oil Production",Energy,"Houston, TX",-,Mark E. Ellis,-1.4,1800,4983,-452,,http://www.linnenergy.com,TX
521,Raymond James Financial,RJF,Securities,Financials,"St. Petersburg, FL",-,Paul C. Reilly,3.32,10300,4966,480,,http://www.raymondjames.com,FL
522,Berry Plastics Group,BERY,"Packaging, Containers",Materials,"Evansville, IN",-,Jonathan D. Rich,0.51,16000,4958,62,,http://www.berryplastics.com,IN
523,Regency Energy Partners,,"Oil and Gas Equipment, Services",Energy,"Dallas, TX",-,Michael J. Bradley,-0.57,1879,4951,-157,,http://www.regencygasservices.com,TX
523,SCANA,SCG,Utilities: Gas and Electric,Energy,"Cayce, SC",-,Kevin B. Marsh,3.79,5886,4951,538,,http://www.scana.com,SC
525,Cincinnati Financial,CINF,Insurance: Property and Casualty (Stock),Financials,"Fairfield, OH",-,Steven J. Johnston,3.18,4305,4945,525,,http://www.cinfin.com,OH
526,Atmos Energy,ATO,Utilities: Gas and Electric,Energy,"Dallas, TX",-,Kim R. Cocklin,2.96,4761,4941,290,,http://www.atmosenergy.com,TX
527,Pepco Holdings,POM,Utilities: Gas and Electric,Energy,"Washington, DC",-,Joseph M. Rigby,0.96,5125,4878,242,,http://www.pepcoholdings.com,DC
528,Flowserve,FLS,Industrial Machinery,Industrials,"Irving, TX",-,Mark A. Blinn,3.76,18000,4878,519,,http://www.flowserve.com,TX
529,Simon Property Group,SPG,Real estate,Financials,"Indianapolis, IN",-,David Simon,4.52,4325,4871,1409,,http://www.simon.com,IN
530,Constellation Brands,STZ,Beverages,"Food, Beverages & Tobacco","Victor, NY",-,Robert S. Sands,-,6300,4868,1943,,http://www.cbrands.com,NY
531,Quad/Graphics,QUAD,"Publishing, Printing",Media,"Sussex, WI",-,J. Joel Quadracci,0.38,24100,4862,19,,http://www.qg.com,WI
532,Burlington Stores,BURL,Specialty Retailers: Apparel,Retailing,"Burlington, NJ",-,Thomas A. Kingsbury,0.87,34000,4850,66,,http://www.burlingtonstores.com,NJ
533,Neiman Marcus Group,,Specialty Retailers: Apparel,Retailing,"Dallas, TX",-,Karen W. Katz,-,16500,4839,-147,,http://www.neimanmarcusgroup.com,TX
534,Bemis,BMS,"Packaging, Containers",Materials,"Neenah, WI",-,William F. Austen,1.89,16944,4824,191,,http://www.bemis.com,WI
535,Coach,COH,Apparel,Apparel,"New York, NY",-,Victor Luis,2.79,13700,4806,781,,http://www.coach.com,NY
536,Continental Resources,CLR,"Mining, Crude-Oil Production",Energy,"Oklahoma City, OK",-,Harold G. Hamm,2.64,1188,4802,977,,http://www.clr.com,OK
537,Ascena Retail Group,ASNA,Specialty Retailers: Apparel,Retailing,"Mahwah, NJ",-,David R. Jaffe,0.81,31000,4791,133,,http://www.ascenaretail.com,NJ
538,Zoetis,ZTS,Pharmaceuticals,Health Care,"Florham Park, NJ",-,-,1.16,10000,4785,583,,http://www.zoetis.com,NJ
539,Orbital ATK,OA,Aerospace and Defense,Aerospace & Defense,"Dulles, VA",-,David W. Thompson,10.42,16000,4775,341,,http://www.orbitalatk.com,VA
540,Frontier Communications,FTR,Telecommunications,Telecommunications,"Stamford, CT",-,Daniel J. McCarthy,0.13,17400,4773,133,,http://www.frontier.com,CT
541,Levi Strauss,,Apparel,Apparel,"San Francisco, CA",-,Charles V. Bergh,-,15000,4754,106,,http://www.levistrauss.com,CA
542,SPX,SPXC,Industrial Machinery,Industrials,"Charlotte, NC",-,Gene J. Lowe,9.25,14000,4749,398,,http://www.spx.com,NC
543,CF Industries Holdings,CF,Chemicals,Chemicals,"Deerfield, IL",-,W. Anthony Will,27.08,2236,4743,1390,,http://www.cfindustries.com,IL
544,Michaels Cos.,MIK,Specialty Retailers: Other,Retailing,"Irving, TX",-,Carl S. Rubin,1.05,31500,4738,217,,http://www.michaels.com,TX
545,M&T Bank Corp.,MTB,Commercial Banks,Financials,"Buffalo, NY",-,Robert G. Wilmers,7.42,15196,4736,1066,,http://www.mtb.com,NY
546,Rush Enterprises,RUSHB,"Automotive Retailing, Services",Retailing,"New Braunfels, TX",-,W. M. Rush,1.96,6297,4727,80,,http://www.rushenterprises.com,TX
547,Aleris,,Metals,Materials,"Cleveland, OH",-,Sean M. Stack,-,7729,4716,87,,http://www.aleris.com,OH
548,Nexeo Solutions Holdings,,Wholesalers: Diversified,Wholesalers,"The Woodlands, TX",-,David A. Bradley,-,2600,4710,5,,http://www.nexeosolutions.com,TX
549,Keurig Green Mountain,GMCR,Beverages,"Food, Beverages & Tobacco","Waterbury, VT",-,Brian P. Kelley,3.74,6600,4708,597,,http://www.keurig.com,VT
550,Superior Energy Services,SPN,"Oil and Gas Equipment, Services",Energy,"Houston, TX",-,David D. Dunlap,1.65,14300,4702,258,,http://www.superiorenergy.com,TX
551,Williams-Sonoma,WSM,Specialty Retailers: Other,Retailing,"San Francisco, CA",-,Laura J. Alber,3.24,17750,4699,309,,http://www.williams-sonomainc.com,CA
552,Robert Half International,RHI,Temporary Help,Business Services,"Menlo Park, CA",-,Harold M. Messmer Jr.,2.26,14000,4695,306,,http://www.roberthalf.com,CA
553,Nvidia,NVDA,Semiconductors and Other Electronic Components,Technology,"Santa Clara, CA",-,Jen-Hsun Huang,1.12,9228,4682,631,,http://www.nvidia.com,CA
554,First American Financial,FAF,Insurance: Property and Casualty (Stock),Financials,"Santa Ana, CA",-,Dennis J. Gilmore,2.15,17103,4678,234,,http://www.firstam.com,CA
555,Zimmer Biomet Holdings,ZBH,Medical Products and Equipment,Health Care,"Warsaw, IN",-,David C. Dvorak,4.19,10000,4673,720,,http://www.zimmerbiomet.com,IN
556,MDU Resources Group,MDU,Energy,Energy,"Bismarck, ND",-,David L. Goodin,1.55,8451,4671,298,,http://www.mdu.com,ND
557,Juniper Networks,JNPR,Network and Other Communications Equipment,Technology,"Sunnyvale, CA",-,Rami Rahim,-0.73,8806,4627,-334,,http://www.juniper.net,CA
558,Arthur J. Gallagher,AJG,Diversified Financials,Financials,"Itasca, IL",-,J. Patrick Gallagher Jr.,1.97,20240,4627,303,,http://www.ajg.com,IL
559,Colfax,CFX,Industrial Machinery,Industrials,"Annapolis Junction, MD",-,Matthew L. Trerotola,3.02,18351,4625,392,,http://www.colfaxcorp.com,MD
560,Cliffs Natural Resources,CLF,"Mining, Crude-Oil Production",Energy,"Cleveland, OH",-,Lourenco Goncalves,-47.52,5386,4624,-7224,,http://www.cliffsnaturalresources.com,OH
561,Yahoo,YHOO,Internet Services and Retailing,Technology,"Sunnyvale, CA",-,Marissa A. Mayer,7.45,12500,4618,7522,,http://www.yahoo.com,CA
562,MasTec,MTZ,"Engineering, Construction",Engineering & Construction,"Coral Gables, FL",-,Jose R. Mas,1.34,15550,4615,116,,http://www.mastec.com,FL
563,Lam Research,LRCX,Semiconductors and Other Electronic Components,Technology,"Fremont, CA",-,Martin B. Anstice,3.62,6500,4607,632,,http://www.lamresearch.com,CA
564,Axiall,AXLL,Chemicals,Chemicals,"Atlanta, GA",-,Timothy Mann Jr.,0.65,6025,4569,46,,http://www.axiall.com,GA
565,Intercontinental Exchange,ICE,Securities,Financials,"Atlanta, GA",-,Jeffrey C. Sprecher,8.55,2902,4568,981,,http://www.theice.com,GA
566,Cintas,CTAS,Diversified Outsourcing Services,Business Services,"Cincinnati, OH",-,Scott D. Farmer,3.05,33000,4552,374,,http://www.cintas.com,OH
567,Coty,COTY,Household and Personal Products,Household Products,"New York, NY",-,Lambertus J.H. Becht,-0.26,9000,4552,-97,,http://www.coty.com,NY
568,CA,CA,Computer Software,Technology,"Islandia, NY",-,Michael P. Gregoire,2.02,12700,4547,914,,http://www.ca.com,NY
569,Andersons,ANDE,Food Production,"Food, Beverages & Tobacco","Maumee, OH",-,Patrick E. Bowe,3.84,2780,4540,110,,http://www.andersonsinc.com,OH
570,Valspar,VAL,Chemicals,Chemicals,"Minneapolis, MN",-,Gary E. Hendrickson,4.01,10513,4522,345,,http://www.valsparglobal.com,MN
571,Northern Trust,NTRS,Commercial Banks,Financials,"Chicago, IL",-,Frederick H. Waddell,3.32,15400,4513,812,,http://www.northerntrust.com,IL
572,Intuit,INTU,Computer Software,Technology,"Mountain View, CA",-,Brad D. Smith,3.12,8000,4507,907,,http://www.intuit.com,CA
573,Tutor Perini,TPC,"Engineering, Construction",Engineering & Construction,"Sylmar, CA",-,Ronald N. Tutor,2.2,10939,4492,108,,http://www.tutorperini.com,CA
574,Polaris Industries,PII,Transportation Equipment,Transportation,"Medina, MN",-,Scott W. Wine,6.65,7000,4480,454,,http://www.polaris.com,MN
575,Hospira,HSP,Pharmaceuticals,Health Care,"Lake Forest, IL",-,F. Michael Ball,1.95,19000,4464,333,,http://www.hospira.com,IL
576,FM Global,,Insurance: Property and Casualty (Stock),Financials,"Johnston, RI",-,Thomas A. Lawson,-,5431,4454,956,,http://www.fmglobal.com,RI
577,NVR,NVR,Homebuilders,Engineering & Construction,"Reston, VA",-,Paul C. Saville,63.5,3942,4453,282,,http://www.nvrinc.com,VA
578,Liberty Media,LMCA,Entertainment,Media,"Englewood, CO",-,Gregory B. Maffei,0.52,3690,4450,178,,http://www.libertymedia.com,CO
579,Edgewell Personal Care,EPC,Household and Personal Products,Household Products,"St. Louis, MO",-,David P. Hatfield,5.69,12500,4448,356,,http://www.edgewell.com,MO
580,Bloomin’ Brands,BLMN,Food Services,"Hotels, Resturants & Leisure","Tampa, FL",-,Elizabeth A. Smith,0.71,-,4443,91,,http://www.bloominbrands.com,FL
581,Avaya,,Network and Other Communications Equipment,Technology,"Santa Clara, CA",-,Kevin J. Kennedy,-,13067,4424,-231,,http://www.avaya.com,CA
582,Westlake Chemical,WLK,Chemicals,Chemicals,"Houston, TX",-,Albert Chao,5.07,3550,4415,679,,http://www.westlake.com,TX
583,Hyatt Hotels,H,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","Chicago, IL",-,Mark S. Hoplamazian,2.23,45000,4415,344,,http://www.hyatt.com,IL
584,Mead Johnson Nutrition,MJN,Food Consumer Products,"Food, Beverages & Tobacco","Glenview, IL",-,Peter Kasper Jakobsen,3.54,7700,4409,720,,http://www.meadjohnson.com,IL
585,Activision Blizzard,ATVI,Computer Software,Technology,"Santa Monica, CA",-,Robert A. Kotick,1.13,6800,4408,835,,http://www.activisionblizzard.com,CA
586,Protective Life,,"Insurance: Life, Health (stock)",Financials,"Birmingham, AL",-,John D. Johns,4.73,2449,4404,385,,http://www.protective.com,AL
587,Envision Healthcare Holdings,EVHC,Health Care: Pharmacy and Other Services,Health Care,"Greenwood Village, CO",-,William A. Sanger,0.66,15966,4398,126,,http://www.evhc.net,CO
588,Fortune Brands Home & Security,FBHS,"Home Equipment, Furnishings",Household Products,"Deerfield, IL",-,Christopher J. Klein,0.95,18000,4383,158,,http://www.fbhs.com,IL
589,RPM International,RPM,Chemicals,Chemicals,"Medina, OH",-,Frank C. Sullivan,2.18,10848,4376,292,,http://www.rpminc.com,OH
590,VWR,VWR,Wholesalers: Diversified,Wholesalers,"Radnor, PA",-,Manuel A.H. Brocke-Benz,2.49,8800,4375,153,,http://www.vwr.com,PA
591,LPL Financial Holdings,LPLA,Securities,Financials,"Boston, MA",-,Mark S. Casady,1.75,3384,4374,178,,http://www.lpl.com,MA
592,KeyCorp,KEY,Commercial Banks,Financials,"Cleveland, OH",-,Beth E. Mooney,0.99,13853,4339,900,,http://www.key.com,OH
593,Swift Transportation,SWFT,"Trucking, Truck Leasing",Transportation,"Phoenix, AZ",-,Jerry C. Moyes,1.12,21187,4299,161,,http://www.swifttrans.com,AZ
594,Alpha Natural Resources,ANR,"Mining, Crude-Oil Production",Energy,"Bristol, VA",-,Kevin S. Crutchfield,-3.95,8900,4287,-875,,http://www.alphanr.com,VA
595,Hasbro,HAS,"Toys, Sporting Goods",Household Products,"Pawtucket, RI",-,Brian D. Goldner,3.2,5200,4277,416,,http://www.hasbro.com,RI
596,Resolute Forest Products,RFP,Forest and Paper Products,Materials,"Catawba, SC",-,Richard Garneau,-2.93,7700,4258,-277,,http://www.resolutefp.com,SC
597,Tiffany,TIF,Specialty Retailers: Other,Retailing,"New York, NY",-,Frederic P. Cumenal,3.73,12000,4250,484,,http://www.tiffany.com,NY
598,McCormick,MKC,Food Consumer Products,"Food, Beverages & Tobacco","Sparks, MD",-,Alan D. Wilson,3.34,10400,4243,438,,http://www.mccormickcorporation.com,MD
599,Graphic Packaging Holding,GPK,"Packaging, Containers",Materials,"Atlanta, GA",-,Michael P. Doss,0.27,11500,4241,90,,http://www.graphicpkg.com,GA
600,Greif,GEF,"Packaging, Containers",Materials,"Delaware, OH",-,Peter G. Watson,-,13325,4239,92,,http://www.greif.com,OH
601,Allegheny Technologies,ATI,Metals,Materials,"Pittsburgh, PA",-,Richard J. Harshman,-0.03,9700,4238,-3,,http://www.atimetals.com,PA
602,Securian Financial Group,,"Insurance: Life, Health (stock)",Financials,"St. Paul, MN",-,Christopher M. Hilger,-,5000,4234,367,,http://www.securian.com,MN
603,B/E Aerospace,BEAV,Aerospace and Defense,Aerospace & Defense,"Wellington, FL",-,Werner Lieberherr,1,9617,4210,104,,http://www.beaerospace.com,FL
604,Exelis,,Aerospace and Defense,Aerospace & Defense,"McLean, VA",-,David F. Melcher,1.29,17000,4163,249,,http://www.exelisinc.com,VA
605,Adobe Systems,ADBE,Computer Software,Technology,"San Jose, CA",-,Shantanu Narayen,0.53,12499,4147,268,,http://www.adobe.com,CA
606,Molson Coors Brewing,TAP,Beverages,"Food, Beverages & Tobacco","Denver, CO",-,Mark R. Hunter,2.76,17400,4146,514,,http://www.molsoncoors.com,CO
607,Roundy’s,RNDY,Food and Drug Stores,Food & Drug Stores,"Milwaukee, WI",-,Robert A. Mariano,-6.49,14783,4146,-310,,http://www.roundys.com,WI
608,CNO Financial Group,CNO,"Insurance: Life, Health (stock)",Financials,"Carmel, IN",-,Edward J. Bonach,0.24,4200,4145,51,,http://www.cnoinc.com,IN
609,Adams Resources & Energy,AE,Energy,Energy,"Houston, TX",-,Thomas S. Smith,1.55,870,4133,7,,http://www.adamsresources.com,TX
610,Belk,,General Merchandisers,Retailing,"Charlotte, NC",-,Thomas M. Belk Jr.,3.65,24700,4110,146,,http://www.belk.com,NC
611,Chipotle Mexican Grill,CMG,Food Services,"Hotels, Resturants & Leisure","Denver, CO",-,M. Steven Ells,14.13,53090,4108,445,,http://www.chipotle.com,CO
612,American Tower,AMT,Telecommunications,Telecommunications,"Boston, MA",-,James D. Taiclet Jr.,2,2974,4100,825,,http://www.americantower.com,MA
613,FMC,FMC,Chemicals,Chemicals,"Philadelphia, PA",-,Pierre R. Brondeau,2.29,6000,4093,308,,http://www.fmc.com,PA
614,Hillshire Brands,,Food Consumer Products,"Food, Beverages & Tobacco","Chicago, IL",-,Donnie Smith,1.72,9000,4085,213,,http://www.tysonfoods.com,IL
615,AmTrust Financial Services,AFSI,Insurance: Property and Casualty (Stock),Financials,"New York, NY",-,Barry D. Zyskind,5.45,5100,4084,447,,http://www.amtrustgroup.com,NY
616,Brunswick,BC,Transportation Equipment,Transportation,"Lake Forest, IL",-,Dustan E. McCoy,2.58,12165,4075,246,,http://www.brunswick.com,IL
617,Patterson,PDCO,Wholesalers: Health Care,Wholesalers,"St. Paul, MN",-,Scott P. Anderson,1.97,7000,4064,201,,http://www.pattersoncompanies.com,MN
618,Southwestern Energy,SWN,"Mining, Crude-Oil Production",Energy,"Spring, TX",-,Steven L. Mueller,2.62,2781,4038,924,,http://www.swn.com,TX
619,Ametek,AME,"Scientific,Photographic and Control Equipment",Technology,"Berwyn, PA",-,Frank S. Hermance,2.37,15400,4022,585,,http://www.ametek.com,PA
620,T. Rowe Price,TROW,Securities,Financials,"Baltimore, MD",-,William J. Stromberg,4.55,5870,3982,1230,,http://www.troweprice.com,MD
621,Torchmark,TMK,"Insurance: Life, Health (stock)",Financials,"McKinney, TX",-,Gary L. Coleman,4.09,2980,3964,543,,http://www.torchmarkcorp.com,TX
622,Darling Ingredients,DAR,Food Production,"Food, Beverages & Tobacco","Irving, TX",-,Randall C. Stuewe,0.39,10000,3956,64,,http://www.darlingii.com,TX
623,Leggett & Platt,LEG,"Home Equipment, Furnishings",Household Products,"Carthage, MO",-,Karl G. Glassman,0.68,19000,3950,98,,http://www.leggett.com,MO
624,Watsco,WSO,Wholesalers: Diversified,Wholesalers,"Miami, FL",-,Albert H. Nahmad,4.32,4900,3945,151,,http://www.watsco.com,FL
625,Crestwood Equity Partners,CEQP,Energy,Energy,"Houston, TX",-,Robert G Phillips,0.3,1374,3931,56,,http://www.crestwoodlp.com,TX
626,Xylem,XYL,Industrial Machinery,Industrials,"Rye Brook, NY",-,Patrick K. Decker,1.83,12500,3916,337,,http://www.xyleminc.com,NY
627,Silgan Holdings,SLGN,"Packaging, Containers",Materials,"Stamford, CT",-,Anthony J. Allott,2.86,9200,3912,182,,http://www.silganholdings.com,CT
628,Toll Brothers,TOL,Homebuilders,Engineering & Construction,"Horsham, PA",-,Douglas C. Yearley Jr.,1.84,3500,3912,340,,http://www.tollbrothers.com,PA
629,Manitowoc,MTW,Construction and Farm Machinery,Industrials,"Manitowoc, WI",-,Kenneth W. Krueger,1.05,12300,3887,145,,http://www.manitowoc.com,WI
630,Science Applications International,SAIC,Information Technology Services,Technology,"McLean, VA",-,Anthony J. Moraco,2.91,13273,3885,141,,http://www.saic.com,VA
631,Carlyle Group,CG,Securities,Financials,"Washington, DC",-,William E. Conway Jr.,1.23,1650,3880,86,,http://www.carlyle.com,DC
632,Timken,TKR,Industrial Machinery,Industrials,"North Canton, OH",-,Richard G. Kyle,1.87,16258,3862,171,,http://www.timken.com,OH
633,Genesis Energy,GEL,Pipelines,Energy,"Houston, TX",-,Grant E. Sims,1.18,1200,3846,106,,http://www.genesisenergy.com,TX
634,WPX Energy,WPX,"Mining, Crude-Oil Production",Energy,"Tulsa, OK",-,Richard E. Muncrief,0.8,1100,3845,164,,http://www.wpxenergy.com,OK
635,CareFusion,,Medical Products and Equipment,Health Care,"San Diego, CA",-,Thomas Polen,1.96,16000,3842,417,,http://www.carefusion.com,CA
636,Pitney Bowes,PBI,"Computers, Office Equipment",Technology,"Stamford, CT",-,Marc B. Lautenbach,1.64,15200,3841,334,,http://www.pb.com,CT
637,Ingles Markets,IMKTA,Food and Drug Stores,Food & Drug Stores,"Black Mountain, NC",-,Robert P. Ingle II,-,15870,3836,51,,http://www.ingles-markets.com,NC
638,PolyOne,POL,Chemicals,Chemicals,"Avon Lake, OH",-,Robert M. Patterson,0.85,6900,3836,79,,http://www.polyone.com,OH
639,Brookdale Senior Living,BKD,Health Care: Medical Facilities,Health Care,"Brentwood, TN",-,T. Andrew Smith,-1.01,67250,3832,-149,,http://www.brookdale.com,TN
640,CommScope Holding,COMM,Network and Other Communications Equipment,Technology,"Hickory, NC",-,Marvin S. Edwards Jr.,1.24,13000,3830,237,,http://www.commscope.com,NC
641,Meritor,MTOR,Motor Vehicles and Parts,Motor Vehicles & Parts,"Troy, MI",-,Jeffrey A. Craig,2.51,9050,3795,249,,http://www.meritor.com,MI
642,Joy Global,JOY,Construction and Farm Machinery,Industrials,"Milwaukee, WI",-,Edward L. Doheny II,3.28,15400,3778,331,,http://www.joyglobal.com,WI
